../data/avg/6.png 0.0111111
../data/avg/10.png 0.0222222
../data/avg/11.png 0.0222222
../data/avg/15.png 0.0222222
../data/avg/8.png 0.0333333
../data/avg/20.png 0.0333333
../data/avg/12.png 0.0333333
../data/avg/0.png 0.0333333
../data/avg/13.png 0.0333333
../data/avg/22.png 0.0333333
../data/avg/19.png 0.0444444
../data/avg/9.png 0.0444444
../data/avg/2.png 0.0444444
../data/avg/5.png 0.0555556
../data/avg/21.png 0.0666667
../data/avg/23.png 0.0666667
../data/avg/7.png 0.0777778
../data/avg/14.png 0.0777778
../data/avg/16.png 0.111111
../data/avg/4.png 0.133333
